,Unnamed: 0,id,name,position,lastName,age,gender,country,image,worth_in_BUSD,worthChange_in_MSD,realTimeWorth,realTimePosition,Industry,Company
738,738,6492,Lindsay fox,687.0,Fox,81.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/59f743e531358e542c046cc8/416x416.jpg?background=000000&cropX1=146&cropX2=1197&cropY1=3&cropY2=1055,3.4,0.0,,735.0,Logistics  ,"Logistics, real estate"
739,739,6721,Jimmy haslam,688.0,Haslam,64.0,not_gender_given,not_country_given,https://specials-images.forbesimg.com/imageserve/5a8dd9654bbe6f2652f627b6/416x416.jpg?background=000000&cropX1=51&cropX2=2700&cropY1=108&cropY2=2757,3.4,0.0,,640.0,Fashion & retail  ,"Gas stations, retail"
740,740,1919,Heidi horten,689.0,Horten,77.0,F,Austria,https://specials-images.forbesimg.com/imageserve/56c60525e4b062f6b59a0b1e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743,3.4,0.0,,743.0,Fashion & retail  ,Retail
741,741,4297,Min kao,690.0,Kao,69.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384,3.4,0.0,,707.0,Technology  ,Navigation equipment
742,742,7807,Melissa ma,691.0,Ma,48.0,F,not_country_given,https://specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384,3.4,0.0,,554.0,Technology  ,Internet search
743,743,2218,Rudolf maag,692.0,Maag,72.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384,3.4,0.001,,676.0,Healthcare  ,Medical devices
744,744,2102,Alexander ponomarenko,693.0,Ponomarenko,53.0,M,Russia,https://specials-images.forbesimg.com/imageserve/7d960a12106161ba41d33763044465e8/416x416.jpg?background=000000&cropX1=37&cropX2=739&cropY1=214&cropY2=917,3.4,0.0,,726.0,Logistics  ,"Real estate, airport"
745,745,5573,Carlos rodriguez-pastor,694.0,Rodriguez-pastor,59.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5a7fda0131358e4955ad22ba/416x416.jpg?background=000000&cropX1=99&cropX2=1496&cropY1=290&cropY2=1688,3.4,0.0,,646.0,Finance and investments  ,Finance
746,746,9666,Shashi & ravi ruia,695.0,Ruia,0.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5a7fda0131358e4955ad22ba/416x416.jpg?background=000000&cropX1=99&cropX2=1496&cropY1=290&cropY2=1688,3.4,0.0,,706.0,Diversified  ,Diversified
747,747,7733,Teddy sagi,696.0,Sagi,46.0,not_gender_given,not_country_given,https://specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562,3.4,3.9589999999999996,,691.0,Gambling & casinos  ,Gambling software
748,748,6946,Shaul shani,697.0,Shani,63.0,M,Israel,https://specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562,3.4,0.0,,709.0,Telecom  ,Telecom
749,749,5505,Alexander skorobogatko,698.0,Skorobogatko,50.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5a808ae2a7ea431690133990/416x416.jpg?background=000000&cropX1=155&cropX2=1287&cropY1=32&cropY2=1164,3.4,0.0,,725.0,Logistics  ,"Real estate, airport"
750,750,6103,Sun guangxin,699.0,Sun,55.0,not_gender_given,not_country_given,https://specials-images.forbesimg.com/imageserve/6ac3c6fe0ad3a3524d1782dc8352606d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747,3.4,-0.001,,765.0,Diversified  ,Diversified
751,751,8042,Rita tong liu,700.0,Tong liu,69.0,not_gender_given,not_country_given,https://specials-images.forbesimg.com/imageserve/5877c2664bbe6f1f20eaced8/416x416.jpg?background=000000&cropX1=68&cropX2=667&cropY1=343&cropY2=942,3.4,0.0,,688.0,Real estate  ,Real estate
