,id,lastName,age,Unnamed: 0,gender,country,image,id,Unnamed: 0,Source,worth,worthChange,realTimeWorth,realTimePosition,id,name,position,Unnamed: 0
641,8545,QIU,66 years old,693,M,None,https://specials-images.forbesimg.com/imageserve/5809442131358e238315e7b8/416x416.jpg?background=000000&cropX1=10&cropX2=2368&cropY1=685&cropY2=3045,8545,693,Fashion & Retail  ==> fashion retail,3.6 BUSD,0.001 millions USD,,432,8545,qIU GUANghe,642.0,693
642,8196,rATANAVAdi,52 years old,694,Male,None,https://specials-images.forbesimg.com/imageserve/5ad8dcad31358e4112b82e3d/416x416.jpg?background=000000&cropX1=203&cropX2=824&cropY1=152&cropY2=773,8196,694,Energy  ==> energy,3.6 BUSD,0.0 millions USD,,770,8196,sARATH RATANAVADI,643.0,694
643,6070,riNEy,72 years old,695,M,United States,https://specials-images.forbesimg.com/imageserve/59dbdb144bbe6f37dda03642/416x416.jpg?background=000000&cropX1=1016&cropX2=2276&cropY1=43&cropY2=1304,6070,695,Finance and Investments  ==> discount brokerage,3.6 BUSD,0.0 millions USD,,605,6070,rodger RINEY,644.0,695
644,8558,SPIELBERg,71 years old,696,M,None,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446,8558,696,Media & Entertainment  ==> Movies,3.6 BUSD,0.0 millions USD,,637,8558,sTEVEN SPIELBERG,645.0,696
645,9701,VOLKMANN,,697,F,None,https://specials-images.forbesimg.com/imageserve/5a8ddae031358e4955adfc22/416x416.jpg?background=000000&cropX1=734&cropX2=2134&cropY1=46&cropY2=1446,9701,697,Automotive  ==> auto parts,3.6 BUSD,0.0 millions USD,,775,9701,gaBRIELE VOLKMANN,646.0,697
646,8314,wilheLMSen,88 years old,698,None,None,https://specials-images.forbesimg.com/imageserve/58a386e64bbe6f0e5586cff9/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748,8314,698,Logistics  ==> cruise ships,3.6 BUSD,0.001 millions USD,,721,8314,arne WILHelmsen,647.0,698
647,7300,XU,73 years old,699,M,None,https://specials-images.forbesimg.com/imageserve/580951f5a7ea435b91b04853/416x416.jpg?background=000000&cropX1=2&cropX2=743&cropY1=37&cropY2=778,7300,699,Healthcare  ==> pharmaceuticals,3.6 BUSD,0.0 millions USD,,659,7300,xu JINGren,648.0,699
648,7218,zhANG,65 years old,700,Male,China,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009,7218,700,Real Estate  ==> real estate,3.6 BUSD,0.001 millions USD,,716,7218,zhanG li,649.0,700
649,8708,zhANG,52 years old,701,None,None,https://specials-images.forbesimg.com/imageserve/5a7d22214bbe6f2652f51261/416x416.jpg?background=000000&cropX1=518&cropX2=1853&cropY1=674&cropY2=2009,8708,701,Real Estate  ==> real estate,3.6 BUSD,0.0 millions USD,,683,8708,zhanG xin,650.0,701
650,4643,zUCKER,66 years old,702,Female,None,https://specials-images.forbesimg.com/imageserve/57e124e131358e16c589bb77/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=15&cropY2=759,4643,702,Manufacturing  ==> chemicals,3.6 BUSD,-0.254 millions USD,,985,4643,aNITA ZUCker,651.0,702
651,3475,BENETTON,74 years old,703,M,None,https://specials-images.forbesimg.com/imageserve/48e7014b81dcbb5af16440c90335228e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=0&cropY2=741,3475,703,"Fashion & Retail  ==> fashion retail, investments",3.5 BUSD,0.001 millions USD,,701,3475,cARLO BENETTOn,652.0,703
652,2786,beneTTON,77 years old,704,None,None,https://specials-images.forbesimg.com/imageserve/589f893c4bbe6f0e55868e24/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743,2786,704,"Fashion & Retail  ==> fashion retail, investments",3.5 BUSD,0.001 millions USD,,702,2786,gilbERTO BENETton,653.0,704
653,1532,beNETTOn,80 years old,705,F,None,https://specials-images.forbesimg.com/imageserve/5a7f90bf31358e4955ad1df2/416x416.jpg?background=000000&cropX1=207&cropX2=2084&cropY1=218&cropY2=2096,1532,705,"Fashion & Retail  ==> fashion retail, investments",3.5 BUSD,0.001 millions USD,,703,1532,giuliana BENetton,654.0,705
654,4845,BENETTON,83 years old,706,M,None,https://specials-images.forbesimg.com/imageserve/5a7f9684a7ea431690132eb0/416x416.jpg?background=000000&cropX1=339&cropX2=1832&cropY1=240&cropY2=1734,4845,706,"Fashion & Retail  ==> fashion retail, investments",3.5 BUSD,0.0 millions USD,,704,4845,luciaNO BENETton,655.0,706
655,5672,CHEN,52 years old,707,M,China,https://specials-images.forbesimg.com/imageserve/2b6a0c7bcd0e173f3b342365e3667d14/416x416.jpg?background=000000&cropX1=27&cropX2=705&cropY1=63&cropY2=741,5672,707,Healthcare  ==> hospitals,3.5 BUSD,0.001 millions USD,,375,5672,cheN BAng,656.0,707
656,5667,dhINGra,,708,M,India,https://specials-images.forbesimg.com/imageserve/9d847c68baaab474610d6f09e72d3aff/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044,5667,708,Manufacturing  ==> paints,3.5 BUSD,0.0 millions USD,,585,5667,KULDIP SINGH & GURBACHAn singh dhingra,657.0,708
657,9401,diNIz,81 years old,709,None,None,https://specials-images.forbesimg.com/imageserve/5a7b795531358e4955acdd22/416x416.jpg?background=000000&cropX1=0&cropX2=3292&cropY1=330&cropY2=3620,9401,709,Fashion & Retail  ==> retail,3.5 BUSD,0.0 millions USD,,963,9401,ABILIO DOS SANTOS DINiz,658.0,709
658,4136,ecCLESTone,87 years old,710,M,None,https://specials-images.forbesimg.com/imageserve/5a81552831358e4955ad3343/416x416.jpg?background=000000&cropX1=0&cropX2=4194&cropY1=0&cropY2=4192,4136,710,Sports  ==> Formula One,3.5 BUSD,0.0 millions USD,,720,4136,beRNARD ECClestone,659.0,710
659,7877,faulKNEr,74 years old,711,F,United States,https://specials-images.forbesimg.com/imageserve/59231261a7ea434078d441dc/416x416.jpg?background=000000&cropX1=187&cropX2=1015&cropY1=89&cropY2=916,7877,711,Technology  ==> health IT,3.5 BUSD,0.0 millions USD,,666,7877,judY FAUlkner,660.0,711
660,3438,gAO,66 years old,712,M,None,https://specials-images.forbesimg.com/imageserve/59231261a7ea434078d441dc/416x416.jpg?background=000000&cropX1=187&cropX2=1015&cropY1=89&cropY2=916,3438,712,"Real Estate  ==> real estate, finance",3.5 BUSD,0.0 millions USD,,1061,3438,gao tIAnguo,661.0,712
661,4194,HARRIS,53 years old,713,None,United States,https://specials-images.forbesimg.com/imageserve/59dbe59ba7ea436b47b39e9e/416x416.jpg?background=000000&cropX1=871&cropX2=1714&cropY1=764&cropY2=1607,4194,713,Finance and Investments  ==> private equity,3.5 BUSD,0.001 millions USD,,680,4194,josHUA HARRis,662.0,713
662,1510,iRVING,88 years old,714,M,None,https://specials-images.forbesimg.com/imageserve/5a7ba14f31358e4955ace08e/416x416.jpg?background=000000&cropX1=2&cropX2=542&cropY1=70&cropY2=610,1510,714,Energy  ==> oil,3.5 BUSD,0.0 millions USD,,502,1510,arthuR IRVing,663.0,714
663,1994,KALYANI,69 years old,715,M,None,https://specials-images.forbesimg.com/imageserve/57d88af331358e16c5898fd0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=250&cropY2=993,1994,715,Construction & Engineering  ==> engineering,3.5 BUSD,0.0 millions USD,,847,1994,baBA KALYAni,664.0,715
664,2384,kameNSHCHIK,50 years old,716,None,None,https://specials-images.forbesimg.com/imageserve/5a80a27ba7ea431690133adf/416x416.jpg?background=000000&cropX1=674&cropX2=3343&cropY1=0&cropY2=2667,2384,716,Service  ==> airport,3.5 BUSD,0.0 millions USD,,729,2384,dmiTRY KAMENSHCHIK,665.0,716
665,8960,leONE,60 years old,717,None,None,https://specials-images.forbesimg.com/imageserve/59dbe96a31358e542c0382f6/416x416.jpg?background=000000&cropX1=227&cropX2=3304&cropY1=600&cropY2=3678,8960,717,Finance and Investments  ==> venture capital,3.5 BUSD,0.0 millions USD,,580,8960,DOUGLAS LEONe,666.0,717
666,6040,leONg,66 years old,718,M,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e697a4bbe6f2652f52a5c/416x416.jpg?background=000000&cropX1=697&cropX2=3366&cropY1=0&cropY2=2667,6040,718,Real Estate  ==> real estate,3.5 BUSD,0.0 millions USD,,674,6040,edwIN Leong,667.0,718
667,5329,MILCHAN,73 years old,719,Male,Israel,https://specials-images.forbesimg.com/imageserve/5a7f7a8f31358e4955ad1d1a/416x416.jpg?background=000000&cropX1=121&cropX2=855&cropY1=4&cropY2=738,5329,719,Media & Entertainment  ==> movie making,3.5 BUSD,0.0 millions USD,,630,5329,arnon MIlchan,668.0,719
668,7808,oTTO,,720,F,Germany,https://specials-images.forbesimg.com/imageserve/5a7e2cd1a7ea431690132368/416x416.jpg?background=000000&cropX1=334&cropX2=1593&cropY1=572&cropY2=1832,7808,720,"Diversified  ==> retail, real estate",3.5 BUSD,0.0 millions USD,,687,7808,MAREN OTTO,669.0,720
669,5504,pritZKEr,57 years old,721,M,None,https://specials-images.forbesimg.com/imageserve/d7f2d1d54a71e885322e1318b12e4baf/416x416.jpg?background=000000&cropX1=64&cropX2=644&cropY1=105&cropY2=685,5504,721,"Service  ==> hotels, investments",3.5 BUSD,0.0 millions USD,,677,5504,aNTHONY PRITZker,670.0,721
670,3008,prITZKEr,53 years old,722,M,None,https://specials-images.forbesimg.com/imageserve/59dbdd1e31358e542c0381c2/416x416.jpg?background=000000&cropX1=263&cropX2=880&cropY1=174&cropY2=791,3008,722,"Finance and Investments  ==> hotels, investments",3.5 BUSD,0.0 millions USD,,678,3008,jay rOBERT (J.B.) PRITZKER,671.0,722
671,1121,rALES,61 years old,723,M,None,https://specials-images.forbesimg.com/imageserve/3583fac6b4a087511b3779870cca97f2/416x416.jpg?background=000000&cropX1=116&cropX2=744&cropY1=147&cropY2=775,1121,723,"Manufacturing  ==> manufacturing, investments",3.5 BUSD,0.001 millions USD,,604,1121,mitcheLL RALES,672.0,723
672,4301,rOKKe,59 years old,724,M,None,https://specials-images.forbesimg.com/imageserve/58a244daa7ea431f32197300/416x416.jpg?background=000000&cropX1=167&cropX2=573&cropY1=55&cropY2=461,4301,724,"Logistics  ==> shipping, seafood",3.5 BUSD,0.0 millions USD,,455,4301,kjell inGE ROKKE,673.0,724
673,7063,SAUL,86 years old,725,None,None,https:http://specials-images.forbesimg.com/imageserve/e2b0e387987c0fa0aef2253b5912e328/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792,7063,725,"Finance and Investments  ==> banking, real estate",3.5 BUSD,-0.001 millions USD,,648,7063,"bernard SAUL, ii.",674.0,725
674,7470,sTERLING,84 years old,726,M,USA,https://specials-images.forbesimg.com/imageserve/59dbdbf231358e542c038181/416x416.jpg?background=000000&cropX1=690&cropX2=1525&cropY1=459&cropY2=1295,7470,726,Real Estate  ==> real estate,3.5 BUSD,0.0 millions USD,,663,7470,doNALD STERling,675.0,726
675,8387,taHIR,66 years old,727,M,None,https://specials-images.forbesimg.com/imageserve/5a19af6da7ea432f2e7401c7/416x416.jpg?background=000000&cropX1=122&cropX2=1814&cropY1=3&cropY2=1694,8387,727,Diversified  ==> diversified,3.5 BUSD,0.0 millions USD,,682,8387,taHIr,676.0,727
676,8111,TANJUNG,56 years old,728,Male,None,https://specials-images.forbesimg.com/imageserve/5a19af124bbe6f37e6586283/416x416.jpg?background=000000&cropX1=834&cropX2=3445&cropY1=0&cropY2=2614,8111,728,Diversified  ==> diversified,3.5 BUSD,-0.001 millions USD,,611,8111,chaIRUL TANjung,677.0,728
677,8349,toENNIEs,62 years old,729,None,Germany,https://specials-images.forbesimg.com/imageserve/5a7e0ea631358e4955ad0e48/416x416.jpg?background=000000&cropX1=1543&cropX2=4803&cropY1=14&cropY2=3272,8349,729,Food and Beverage  ==> meat processing,3.5 BUSD,0.0 millions USD,,665,8349,cLEMENS TOEnnies,678.0,729
678,6397,ahUNAI,51 years old,730,None,None,https://specials-images.forbesimg.com/imageserve/921717a472f456933b27aa6242dc34c2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775,6397,730,Energy  ==> energy,3.4 BUSD,0.0 millions USD,,1431,6397,somphoTE AHUNAi,679.0,730
679,1509,altuSHKIn,47 years old,731,M,None,https://specials-images.forbesimg.com/imageserve/5a80a82031358e4955ad2b29/416x416.jpg?background=000000&cropX1=891&cropX2=4144&cropY1=461&cropY2=3712,1509,731,Metals & Mining  ==> metals,3.4 BUSD,0.0 millions USD,,747,1509,igoR ALTUSHKIN,680.0,731
680,3180,BECHTEl,66 years old,732,None,None,https://specials-images.forbesimg.com/imageserve/57e0790c31358e16c589ba0f/416x416.jpg?background=000000&cropX1=176&cropX2=614&cropY1=119&cropY2=557,3180,732,"Construction & Engineering  ==> engineering, construction",3.4 BUSD,0.0 millions USD,,738,3180,rileY BECHTEL,681.0,732
681,5391,bECHTel,93 years old,733,M,None,https:http://specials-images.forbesimg.com/imageserve/57f2a847a7ea435a1e1f60fd/416x416.jpg?background=000000&cropX1=29&cropX2=734&cropY1=52&cropY2=758,5391,733,"Construction & Engineering  ==> engineering, construction",3.4 BUSD,0.0 millions USD,,739,5391,"stepHEN BECHTEL, jr.",682.0,733
682,6010,cannON-BROokes,38 years old,734,M,None,https://specials-images.forbesimg.com/imageserve/5a99b8d44bbe6f0fa8272c63/416x416.jpg?background=000000&cropX1=2566&cropX2=3589&cropY1=285&cropY2=1307,6010,734,Technology  ==> software,3.4 BUSD,0.0 millions USD,,483,6010,mikE CANNON-BRookes,683.0,734
683,4945,del pino y CALVO-SOTELo,59 years old,735,None,None,https://specials-images.forbesimg.com/imageserve/910e6d8352e21187ae4e0c51f41eb089/416x416.jpg?background=000000&cropX1=394&cropX2=2592&cropY1=167&cropY2=2366,4945,735,Construction & Engineering  ==> construction,3.4 BUSD,0.0 millions USD,,705,4945,rAFAEL DEL PINO Y calvo-sotelo,684.0,735
684,9604,del VALLE ruiz,79 years old,736,M,None,https://specials-images.forbesimg.com/imageserve/5a7fca614bbe6f2652f53674/416x416.jpg?background=000000&cropX1=364&cropX2=2631&cropY1=4&cropY2=2272,9604,736,Manufacturing  ==> chemicals,3.4 BUSD,0.0 millions USD,,742,9604,antonio dEL VALLe ruiz,685.0,736
685,3726,faRQUHar,38 years old,737,M,None,https://specials-images.forbesimg.com/imageserve/5a99b8d44bbe6f0fa8272c63/416x416.jpg?background=000000&cropX1=1343&cropX2=2509&cropY1=257&cropY2=1421,3726,737,Technology  ==> software,3.4 BUSD,0.0 millions USD,,484,3726,scOTT FARQUHAr,686.0,737
686,6492,FOX,81 years old,738,M,None,https://specials-images.forbesimg.com/imageserve/59f743e531358e542c046cc8/416x416.jpg?background=000000&cropX1=146&cropX2=1197&cropY1=3&cropY2=1055,6492,738,"Logistics  ==> logistics, real estate",3.4 BUSD,0.0 millions USD,,735,6492,LINDSAY FOX,687.0,738
687,6721,HASLAm,64 years old,739,None,None,https://specials-images.forbesimg.com/imageserve/5a8dd9654bbe6f2652f627b6/416x416.jpg?background=000000&cropX1=51&cropX2=2700&cropY1=108&cropY2=2757,6721,739,"Fashion & Retail  ==> gas stations, retail",3.4 BUSD,0.0 millions USD,,640,6721,jiMMY HASLAM,688.0,739
688,1919,horTEN,77 years old,740,F,Austria,https://specials-images.forbesimg.com/imageserve/56c60525e4b062f6b59a0b1e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743,1919,740,Fashion & Retail  ==> retail,3.4 BUSD,0.0 millions USD,,743,1919,HEIDI HORTEN,689.0,740
689,4297,KAO,69 years old,741,Male,None,https://specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384,4297,741,Technology  ==> navigation equipment,3.4 BUSD,0.0 millions USD,,707,4297,min Kao,690.0,741
690,7807,mA,48 years old,742,Female,None,https://specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384,7807,742,Technology  ==> internet search,3.4 BUSD,0.0 millions USD,,554,7807,meLISSA MA,691.0,742
691,2218,maAG,72 years old,743,M,None,https://specials-images.forbesimg.com/imageserve/2fa78ea6d7b94752e196e514f98f2b32/416x416.jpg?background=000000&cropX1=215&cropX2=478&cropY1=121&cropY2=384,2218,743,Healthcare  ==> medical devices,3.4 BUSD,0.001 millions USD,,676,2218,ruDOLF Maag,692.0,743
692,2102,PONOMARenko,53 years old,744,M,Russia,https://specials-images.forbesimg.com/imageserve/7d960a12106161ba41d33763044465e8/416x416.jpg?background=000000&cropX1=37&cropX2=739&cropY1=214&cropY2=917,2102,744,"Logistics  ==> real estate, airport",3.4 BUSD,0.0 millions USD,,726,2102,alexander PONOMAREnko,693.0,744
693,5573,rodrigueZ-PASTor,59 years old,745,Male,None,https://specials-images.forbesimg.com/imageserve/5a7fda0131358e4955ad22ba/416x416.jpg?background=000000&cropX1=99&cropX2=1496&cropY1=290&cropY2=1688,5573,745,Finance and Investments  ==> finance,3.4 BUSD,0.0 millions USD,,646,5573,caRLOS RODRIGuez-pastor,694.0,745
694,9666,rUIA,,746,M,None,https://specials-images.forbesimg.com/imageserve/5a7fda0131358e4955ad22ba/416x416.jpg?background=000000&cropX1=99&cropX2=1496&cropY1=290&cropY2=1688,9666,746,Diversified  ==> diversified,3.4 BUSD,0.0 millions USD,,706,9666,shaSHI & RAVI Ruia,695.0,746
695,7733,SAGI,46 years old,747,None,None,https://specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562,7733,747,Gambling & Casinos  ==> gambling software,3.4 BUSD,3.9589999999999996 millions USD,,691,7733,tEDDY Sagi,696.0,747
696,6946,sHANI,63 years old,748,Male,Israel,https://specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562,6946,748,Telecom  ==> telecom,3.4 BUSD,0.0 millions USD,,709,6946,shAUL SHani,697.0,748
697,5505,skoROBOGATKO,50 years old,749,Male,None,https://specials-images.forbesimg.com/imageserve/5a808ae2a7ea431690133990/416x416.jpg?background=000000&cropX1=155&cropX2=1287&cropY1=32&cropY2=1164,5505,749,"Logistics  ==> real estate, airport",3.4 BUSD,0.0 millions USD,,725,5505,alexANDER SKORObogatko,698.0,749
698,6103,sUN,55 years old,750,None,None,https://specials-images.forbesimg.com/imageserve/6ac3c6fe0ad3a3524d1782dc8352606d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747,6103,750,Diversified  ==> diversified,3.4 BUSD,-0.001 millions USD,,765,6103,sun GUANGXIN,699.0,750
699,8042,toNG LIu,69 years old,751,None,None,https://specials-images.forbesimg.com/imageserve/5877c2664bbe6f1f20eaced8/416x416.jpg?background=000000&cropX1=68&cropX2=667&cropY1=343&cropY2=942,8042,751,Real Estate  ==> real estate,3.4 BUSD,0.0 millions USD,,688,8042,ritA TONG LIU,700.0,751
700,9705,villAR Mir,86 years old,752,M,Spain,https://specials-images.forbesimg.com/imageserve/5a81131e31358e4955ad304e/416x416.jpg?background=000000&cropX1=424&cropX2=1874&cropY1=0&cropY2=1449,9705,752,Construction & Engineering  ==> construction,3.4 BUSD,0.0 millions USD,,1016,9705,juan-mIGUEL VILLAR MIr,701.0,752
701,5152,wYNN,76 years old,753,M,United States,https://specials-images.forbesimg.com/imageserve/59dbef824bbe6f37dda038b6/416x416.jpg?background=000000&cropX1=800&cropX2=3166&cropY1=120&cropY2=2487,5152,753,"Gambling & Casinos  ==> casinos, hotels",3.4 BUSD,0.0 millions USD,,805,5152,STEVE WYNN,702.0,753
702,9502,AGARWAl,64 years old,754,None,None,https://specials-images.forbesimg.com/imageserve/5a7f094931358e4955ad1774/416x416.jpg?background=000000&cropX1=1189&cropX2=3858&cropY1=0&cropY2=2667,9502,754,"Metals & Mining  ==> mining, metals",3.3 BUSD,0.001 millions USD,,832,9502,ANIL AGARwal,703.0,754
703,4326,al fUTTAIM,,755,M,None,https://specials-images.forbesimg.com/imageserve/5a814fe9a7ea431690134265/416x416.jpg?background=000000&cropX1=0&cropX2=1832&cropY1=7&cropY2=1840,4326,755,"Automotive  ==> auto dealers, investments",3.3 BUSD,0.0 millions USD,,733,4326,aBDULLA AL FUTTAIM,704.0,755
704,8219,aRNOLd,44 years old,756,None,United States,https://specials-images.forbesimg.com/imageserve/a3017e8a0ede213af3e6fa3ec077eeb1/416x416.jpg?background=000000&cropX1=47&cropX2=686&cropY1=44&cropY2=684,8219,756,Finance and Investments  ==> hedge funds,3.3 BUSD,0.0 millions USD,,732,8219,JOHN ARNOLd,705.0,756
705,7953,BASS,76 years old,757,M,United States,https://specials-images.forbesimg.com/imageserve/480c54a2945f8faefb9d7ecc7c558370/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827,7953,757,"Energy  ==> oil, investments",3.3 BUSD,0.0 millions USD,,675,7953,sid BAss,706.0,757
706,3216,bouCHARD,69 years old,758,None,None,https://specials-images.forbesimg.com/imageserve/c07db9e47d266d4355f90e11bb8f4def/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=8&cropY2=749,3216,758,Fashion & Retail  ==> retail,3.3 BUSD,-0.16 millions USD,,823,3216,aLAIN BOUCHARd,707.0,758
707,4228,brOWN,83 years old,759,M,None,https:http://specials-images.forbesimg.com/imageserve/560295b6e4b0ffa7afe4f667/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823,4228,759,Healthcare  ==> medical equipment,3.3 BUSD,0.0 millions USD,,622,4228,john BROwn,708.0,759
708,4893,CHAIYAWAn,86 years old,760,M,Thailand,https://specials-images.forbesimg.com/imageserve/59270c79a7ea434078d46651/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=98&cropY2=842,4893,760,"Finance and Investments  ==> insurance, beverages",3.3 BUSD,0.0 millions USD,,860,4893,vanICH CHAIYAWAN,709.0,760
709,5450,CHEN,70 years old,761,M,None,https://specials-images.forbesimg.com/imageserve/58b5dcf9a7ea431f321a57a7/416x416.jpg?background=000000&cropX1=55&cropX2=633&cropY1=160&cropY2=739,5450,761,"Gambling & Casinos  ==> casinos, property, energy",3.3 BUSD,0.0 millions USD,,631,5450,chEN LIP KEOng,710.0,761
710,8730,COHEn,66 years old,762,M,USA,https://specials-images.forbesimg.com/imageserve/59dbe4314bbe6f37dda036ef/416x416.jpg?background=000000&cropX1=4&cropX2=1997&cropY1=103&cropY2=2096,8730,762,Real Estate  ==> real estate,3.3 BUSD,0.0 millions USD,,711,8730,charlES COHen,711.0,762
711,6950,dANI,75 years old,763,M,India,https://specials-images.forbesimg.com/imageserve/c01e374c2f9f59b8ef40099b563fc188/416x416.jpg?background=000000&cropX1=238&cropX2=660&cropY1=174&cropY2=596,6950,763,Manufacturing  ==> paints,3.3 BUSD,0.0 millions USD,,672,6950,asHWIN Dani,712.0,763
712,3795,gaNGWAL,64 years old,764,M,United States,https:http://specials-images.forbesimg.com/imageserve/55f78579e4b0ffa7afe49489/416x416.jpg?background=000000&cropX1=90&cropX2=609&cropY1=53&cropY2=572,3795,764,Service  ==> airline,3.3 BUSD,0.0 millions USD,,815,3795,RAKESH GANGWAl,713.0,764
713,3467,hOFFMan,50 years old,765,Male,United States,https://specials-images.forbesimg.com/imageserve/59dbe8d54bbe6f37dda037b9/416x416.jpg?background=000000&cropX1=1420&cropX2=3289&cropY1=104&cropY2=1972,3467,765,Technology  ==> LinkedIn,3.3 BUSD,0.0 millions USD,,718,3467,reiD HOFFMan,714.0,765
714,7175,hosTETTer,81 years old,766,None,United States,https://specials-images.forbesimg.com/imageserve/5a82140aa7ea4316901357de/416x416.jpg?background=000000&cropX1=0&cropX2=1205&cropY1=546&cropY2=1752,7175,766,Media & Entertainment  ==> cable television,3.3 BUSD,0.0 millions USD,,737,7175,"amos HOSTETTEr, jr.",715.0,766
715,8341,ILIEV,51 years old,767,M,Russia,https://specials-images.forbesimg.com/imageserve/da062126c7f684fe3c4cac435fbe622f/416x416.jpg?background=000000&cropX1=84&cropX2=741&cropY1=11&cropY2=668,8341,767,Real Estate  ==> real estate,3.3 BUSD,0.0 millions USD,,898,8341,zarAKH ILiev,716.0,767
716,8028,jI,51 years old,768,M,People's Republic of China,https://specials-images.forbesimg.com/imageserve/5a7ce58d4bbe6f2652f50fbb/416x416.jpg?background=000000&cropX1=666&cropX2=3004&cropY1=0&cropY2=2336,8028,768,"Real Estate  ==> hotels, motels",3.3 BUSD,0.0 millions USD,,456,8028,JI Qi,717.0,768
717,5522,lANGONe,82 years old,769,M,None,https://specials-images.forbesimg.com/imageserve/5a8dda1531358e4955adfc13/416x416.jpg?background=000000&cropX1=1037&cropX2=2430&cropY1=133&cropY2=1525,5522,769,Finance and Investments  ==> investments,3.3 BUSD,0.001 millions USD,,684,5522,keNNETH Langone,718.0,769
718,2667,LI,61 years old,770,M,None,https://specials-images.forbesimg.com/imageserve/5a7e6ee9a7ea43169013254f/416x416.jpg?background=000000&cropX1=222&cropX2=1295&cropY1=2&cropY2=1075,2667,770,Real Estate  ==> real estate,3.3 BUSD,0.0 millions USD,,784,2667,li SZE LIM,719.0,770
719,3415,liNDEMANn,82 years old,771,M,None,https:http://specials-images.forbesimg.com/imageserve/67c70c6aef6863d196e8a34b8300eeaa/416x416.jpg?background=000000&cropX1=69&cropX2=705&cropY1=39&cropY2=676,3415,771,Finance and Investments  ==> investments,3.3 BUSD,-0.001 millions USD,,710,3415,george LINDEMANN,720.0,771
720,2314,LIU,54 years old,772,M,People's Republic of China,https://specials-images.forbesimg.com/imageserve/589d28c431358e1a35ab0bb8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=185&cropY2=929,2314,772,Manufacturing  ==> aluminum products,3.3 BUSD,0.0 millions USD,,649,2314,lIU ZHONGTIan,721.0,772
721,2672,LUO,62 years old,773,M,People's Republic of China,https://specials-images.forbesimg.com/imageserve/589d28c431358e1a35ab0bb8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=185&cropY2=929,2672,773,Manufacturing  ==> chemicals,3.3 BUSD,0.0 millions USD,,488,2672,lUO LIGuo,722.0,773
722,8234,mALONE,68 years old,774,F,None,https://specials-images.forbesimg.com/imageserve/589d28c431358e1a35ab0bb8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=185&cropY2=929,8234,774,Food and Beverage  ==> Campbell Soup,3.3 BUSD,0.0 millions USD,,822,8234,maRY ALICE DORRANCE MALOne,723.0,774
723,2312,nICHOLAS,58 years old,775,M,United States,https://specials-images.forbesimg.com/imageserve/59dbe6c5a7ea436b47b39f23/416x416.jpg?background=000000&cropX1=201&cropX2=1139&cropY1=59&cropY2=997,2312,775,Technology  ==> semiconductors,3.3 BUSD,0.0 millions USD,,644,2312,"hENRY NICHOLAS, III.",724.0,775
724,7831,nisANOv,46 years old,776,None,Russia,https://specials-images.forbesimg.com/imageserve/56cbe5dbe4b062f6b59a4bff/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745,7831,776,Real Estate  ==> real estate,3.3 BUSD,0.0 millions USD,,897,7831,god NISanov,725.0,776
